order_id;created_at;delivered_at;customer_id;segment;channel;device;city;category;payment;amount;quantity;discount_pct;delivery_days;rating
1086;2024-01-22 23:31;2024-01-27 13:16;2307;Returning;Organic;Tablet;Новосибирск;Игрушки;СБП;3162;2;0;4.6;4.0
1087;2024-01-23 09:51;2024-01-26 02:13;2116;Returning;Ads;Desktop;Ростов-на-Дону;Книги;Наличные;2056;3;10;2.7;5.0
1088;2024-01-23 14:01;2024-01-27 10:34;2112;New;Organic;Desktop;Екатеринбург;Книги;СБП;1649;2;0;3.9;5.0
1089;2024-01-23 21:20;2024-01-25 01:19;2288;Returning;Ads;Mobile;Санкт-Петербург;Книги;Карта;2241;3;0;1.2;
1090;2024-01-23 21:23;;2054;Returning;Referral;Mobile;Казань;Косметика;СБП;5748;3;0;;
1091;2024-01-24 07:44;2024-01-28 07:29;2387;VIP;Organic;Mobile;Новосибирск;Одежда;СБП;8366;2;0;4.0;4.0
1092;2024-01-24 12:47;2024-01-26 10:19;2173;VIP;Referral;Mobile;Казань;Книги;Карта;1188;1;0;1.9;5.0
1093;2024-01-24 17:49;2024-01-27 11:33;2101;Returning;Organic;Desktop;Москва;Одежда;Карта;3319;1;0;2.7;5.0
1094;2024-01-24 20:20;2024-01-26 03:01;2320;Returning;Ads;Tablet;Москва;Косметика;СБП;1954;1;0;1.3;5.0
1095;2024-01-24 21:51;;2042;Returning;Organic;Mobile;Самара;Одежда;Наличные;7149;2;0;;
1096;2024-01-25 09:29;2024-01-27 03:04;2059;New;Organic;Desktop;Москва;Косметика;Карта;1776;1;0;1.7;5.0
1097;2024-01-25 14:22;;2324;Returning;Referral;Desktop;Москва;Косметика;Карта;4218;2;0;;
1098;2024-01-25 15:22;2024-01-31 04:08;2012;Returning;Referral;Desktop;Новосибирск;Дом;СБП;2842;1;0;5.5;
1099;2024-01-25 16:32;2024-01-28 05:46;2319;VIP;Referral;Desktop;Нижний Новгород;Косметика;СБП;2891;1;10;2.6;5.0
1100;2024-01-25 20:06;2024-01-27 01:51;2196;Returning;Ads;Tablet;Москва;Одежда;Карта;9589;3;0;1.2;5.0
1101;2024-01-25 21:20;;2398;New;Email;Tablet;Москва;Игрушки;Карта;2156;2;20;;
1102;2024-01-25 23:00;2024-01-27 21:50;2306;New;Email;Mobile;Санкт-Петербург;Игрушки;СБП;4513;3;10;2.0;5.0
1103;2024-01-26 08:41;2024-01-28 21:24;2303;Returning;Referral;Mobile;Казань;Косметика;Карта;3788;2;0;2.5;5.0
1104;2024-01-26 18:22;2024-01-27 20:49;2075;New;Email;Mobile;Санкт-Петербург;Косметика;Карта;1434;1;0;1.1;5.0
1105;2024-01-26 19:45;2024-01-27 18:01;2357;Returning;Organic;Mobile;Москва;Дом;Наличные;2368;1;10;0.9;
1106;2024-01-27 12:04;2024-01-30 08:10;2159;Returning;Email;Desktop;Санкт-Петербург;Одежда;Карта;8106;3;15;2.8;4.0
1107;2024-01-27 13:54;2024-01-28 21:08;2203;New;Social;Mobile;Москва;Косметика;Карта;2949;2;10;1.3;4.0
1108;2024-01-27 17:56;2024-01-30 23:30;2416;New;Email;Desktop;Екатеринбург;Игрушки;Карта;1191;1;0;3.2;
1109;2024-01-27 19:48;2024-01-28 02:59;2225;VIP;Email;Mobile;Санкт-Петербург;Одежда;СБП;17405;3;0;0.3;4.0
1110;2024-01-27 22:31;2024-01-28 07:57;2022;VIP;Organic;Mobile;Москва;Спорт;СБП;13469;2;0;0.4;5.0
1111;2024-01-28 11:07;2024-01-30 02:33;2236;New;Organic;Desktop;Санкт-Петербург;Косметика;Карта;5635;3;0;1.6;5.0
1112;2024-01-28 16:10;2024-01-29 21:09;2396;Returning;Ads;Desktop;Санкт-Петербург;Косметика;Карта;3460;2;10;1.2;5.0
1113;2024-01-29 10:15;2024-02-01 14:44;2264;VIP;Ads;Desktop;Ростов-на-Дону;Книги;СБП;1318;1;0;3.2;4.0
1114;2024-01-29 23:44;2024-02-01 06:47;2099;VIP;Social;Mobile;Санкт-Петербург;Косметика;Карта;2663;1;0;2.3;5.0
1115;2024-01-30 13:29;2024-02-03 06:16;2405;Returning;Referral;Desktop;Казань;Косметика;Карта;6691;3;0;3.7;4.0
1116;2024-01-30 20:45;2024-02-01 04:51;2029;Returning;Email;Mobile;Санкт-Петербург;Косметика;СБП;1633;1;0;1.3;4.0
1117;2024-01-30 20:49;2024-02-02 15:51;2107;New;Referral;Mobile;Казань;Дом;Карта;3422;2;0;2.8;5.0
1118;2024-01-30 23:08;2024-02-03 02:44;2032;New;Ads;Mobile;Нижний Новгород;Одежда;Карта;2544;1;5;3.2;
1119;2024-01-31 01:26;2024-02-02 11:53;2225;VIP;Email;Mobile;Санкт-Петербург;Спорт;Карта;5036;1;15;2.4;5.0
1120;2024-01-31 20:40;2024-02-04 03:33;2246;Returning;Social;Mobile;Ростов-на-Дону;Косметика;СБП;2146;1;0;3.3;4.0
1121;2024-02-01 13:08;2024-02-04 11:54;2328;Returning;Referral;Desktop;Ростов-на-Дону;Книги;Карта;3196;3;0;2.9;5.0
1122;2024-02-01 23:43;2024-02-02 15:25;2207;Returning;Ads;Mobile;Москва;Дом;Карта;6726;3;5;0.7;5.0
1123;2024-02-02 13:37;2024-02-04 06:13;2344;Returning;Organic;Desktop;Москва;Косметика;Наличные;3965;2;0;1.7;5.0
1124;2024-02-02 19:22;2024-02-05 00:33;2351;New;Ads;Tablet;Санкт-Петербург;Книги;Карта;1648;2;0;2.2;5.0
1125;2024-02-02 23:49;2024-02-03 07:00;2218;VIP;Ads;Mobile;Москва;Электроника;Карта;54097;3;0;0.3;5.0
1126;2024-02-03 13:43;2024-02-05 04:45;2379;Returning;Email;Mobile;Москва;Книги;Карта;2017;3;10;1.6;5.0
1127;2024-02-03 13:51;2024-02-06 15:23;2313;New;Email;Mobile;Москва;Одежда;Карта;10461;3;10;3.1;5.0
1128;2024-02-03 19:32;2024-02-08 16:00;2051;New;Ads;Mobile;Екатеринбург;Одежда;Карта;3040;1;5;4.9;
1129;2024-02-03 20:25;2024-02-05 12:16;2302;Returning;Organic;Mobile;Москва;Спорт;Карта;9290;2;0;1.7;5.0
1130;2024-02-04 00:43;2024-02-06 00:45;2037;New;Ads;Mobile;Москва;Косметика;Карта;3430;2;5;2.0;5.0
1131;2024-02-04 07:53;;2123;New;Organic;Mobile;Ростов-на-Дону;Косметика;Карта;2880;2;0;;
1132;2024-02-04 13:51;2024-02-06 02:03;2377;New;Ads;Desktop;Москва;Дом;Карта;2078;1;0;1.5;5.0
1133;2024-02-04 17:03;2024-02-08 05:05;2170;New;Social;Desktop;Ростов-на-Дону;Электроника;СБП;14666;2;20;3.5;4.0
1134;2024-02-05 17:22;;2343;Returning;Ads;Desktop;Москва;Электроника;Карта;37271;3;10;;
1135;2024-02-05 18:17;;2142;VIP;Email;Desktop;Санкт-Петербург;Дом;Карта;8572;2;0;;
1136;2024-02-05 22:36;2024-02-08 20:30;2417;Returning;Ads;Mobile;Ростов-на-Дону;Косметика;СБП;7005;3;0;2.9;5.0
1137;2024-02-05 23:33;;2442;Returning;Organic;Mobile;Москва;Игрушки;Наличные;3977;3;5;;
1138;2024-02-06 20:24;2024-02-09 11:15;2171;Returning;Email;Mobile;Казань;Одежда;СБП;8846;3;0;2.6;
1139;2024-02-06 21:37;2024-02-09 06:32;2301;New;Email;Tablet;Санкт-Петербург;Косметика;Наличные;1575;1;0;2.4;4.0
1140;2024-02-06 21:39;2024-02-11 08:34;2352;Returning;Social;Mobile;Екатеринбург;Книги;Наличные;4618;5;0;4.5;4.0
1141;2024-02-07 16:09;2024-02-09 22:02;2409;VIP;Referral;Desktop;Казань;Электроника;СБП;37941;2;0;2.2;5.0
1142;2024-02-07 17:09;2024-02-11 09:45;2173;VIP;Ads;Desktop;Казань;Косметика;Карта;5587;2;0;3.7;3.0
1143;2024-02-07 21:26;2024-02-11 08:04;2333;Returning;Email;Mobile;Нижний Новгород;Электроника;Наличные;23805;2;15;3.4;
1144;2024-02-07 22:16;2024-02-09 01:11;2341;VIP;Organic;Tablet;Санкт-Петербург;Дом;Карта;8829;3;5;1.1;5.0
1145;2024-02-08 12:43;2024-02-10 17:55;2173;VIP;Referral;Desktop;Казань;Дом;СБП;10173;3;0;2.2;5.0
1146;2024-02-08 15:04;2024-02-09 23:36;2297;Returning;Social;Desktop;Санкт-Петербург;Электроника;Наличные;13501;1;0;1.4;
1147;2024-02-08 17:20;2024-02-10 11:02;2010;New;Referral;Desktop;Нижний Новгород;Дом;Наличные;6796;4;5;1.7;4.0
1148;2024-02-08 19:35;2024-02-10 06:07;2339;VIP;Ads;Mobile;Нижний Новгород;Книги;СБП;1193;1;0;1.4;5.0
1149;2024-02-08 21:56;2024-02-11 16:06;2397;New;Organic;Mobile;Самара;Игрушки;СБП;1290;1;0;2.8;5.0
1150;2024-02-09 08:35;2024-02-12 07:45;2381;VIP;Organic;Mobile;Казань;Дом;Карта;3406;1;0;3.0;5.0
1151;2024-02-09 17:01;;2289;New;Email;Desktop;Санкт-Петербург;Косметика;Карта;7689;4;0;;
1152;2024-02-09 18:43;;2118;New;Organic;Desktop;Санкт-Петербург;Электроника;СБП;7853;1;0;;
1153;2024-02-09 18:59;;2251;Returning;Social;Mobile;Санкт-Петербург;Одежда;Карта;9534;3;20;;
1154;2024-02-10 21:45;2024-02-12 06:16;2185;Returning;Social;Mobile;Москва;Дом;СБП;2266;1;15;1.4;
1155;2024-02-11 13:45;2024-02-13 02:16;2031;VIP;Organic;Mobile;Москва;Дом;Карта;5471;2;0;1.5;
1156;2024-02-11 19:32;2024-02-13 03:40;2337;Returning;Organic;Tablet;Санкт-Петербург;Дом;СБП;5410;2;0;1.3;5.0
1157;2024-02-11 20:40;2024-02-12 10:41;2404;VIP;Email;Mobile;Москва;Одежда;Карта;4864;1;5;0.6;5.0
1158;2024-02-12 21:38;2024-02-15 17:02;2259;Returning;Social;Mobile;Казань;Одежда;СБП;3363;1;5;2.8;4.0
1159;2024-02-13 08:10;2024-02-15 07:19;2411;Returning;Organic;Mobile;Ростов-на-Дону;Спорт;Карта;4888;1;0;2.0;5.0
1160;2024-02-13 20:26;2024-02-17 22:34;2093;New;Ads;Tablet;Новосибирск;Книги;Карта;1784;2;0;4.1;
1161;2024-02-13 20:50;2024-02-15 05:43;2167;Returning;Email;Tablet;Санкт-Петербург;Электроника;Карта;23409;2;0;1.4;
1162;2024-02-13 21:24;2024-02-14 10:25;2159;Returning;Referral;Tablet;Санкт-Петербург;Косметика;Наличные;6768;4;0;0.5;5.0
1163;2024-02-14 18:34;2024-02-16 06:07;2320;Returning;Email;Mobile;Москва;Электроника;Наличные;53195;4;0;1.5;
1164;2024-02-14 19:03;2024-02-16 16:56;2094;New;Referral;Mobile;Москва;Электроника;Карта;12150;1;0;1.9;5.0
1165;2024-02-14 21:41;2024-02-19 16:25;2165;New;Referral;Tablet;Ростов-на-Дону;Электроника;СБП;11727;1;0;4.8;4.0
1166;2024-02-14 22:40;2024-02-17 18:25;2025;New;Ads;Mobile;Санкт-Петербург;Косметика;Карта;2974;2;0;2.8;5.0
1167;2024-02-15 01:47;2024-02-15 15:46;2185;Returning;Organic;Mobile;Москва;Дом;Карта;4478;2;0;0.6;5.0
1168;2024-02-15 08:53;2024-02-15 19:51;2232;VIP;Social;Mobile;Москва;Дом;Карта;4213;1;5;0.5;5.0
1169;2024-02-15 11:54;2024-02-17 09:42;2297;Returning;Email;Desktop;Санкт-Петербург;Электроника;Наличные;30476;3;0;1.9;
1170;2024-02-15 13:57;2024-02-18 02:29;2342;Returning;Social;Mobile;Санкт-Петербург;Книги;Наличные;819;1;10;2.5;5.0
1171;2024-02-15 15:03;2024-02-17 02:15;2159;Returning;Ads;Desktop;Санкт-Петербург;Одежда;СБП;11570;4;0;1.5;5.0
1172;2024-02-15 16:25;2024-02-17 02:46;2143;Returning;Organic;Desktop;Нижний Новгород;Косметика;Наличные;3842;2;0;1.4;5.0
1173;2024-02-15 21:35;2024-02-19 08:37;2091;Returning;Social;Mobile;Казань;Одежда;Карта;11291;4;15;3.5;
1174;2024-02-16 08:23;2024-02-19 20:17;2152;New;Ads;Mobile;Новосибирск;Одежда;Карта;5878;2;0;3.5;4.0
1175;2024-02-16 18:11;;2296;VIP;Ads;Mobile;Санкт-Петербург;Книги;СБП;2278;2;0;;
1176;2024-02-17 09:11;2024-02-17 18:34;2023;Returning;Email;Desktop;Москва;Косметика;СБП;5001;2;0;0.4;5.0
1177;2024-02-17 17:22;2024-02-20 07:29;2197;Returning;Referral;Desktop;Казань;Одежда;Карта;5224;2;5;2.6;5.0
1178;2024-02-17 18:01;2024-02-18 01:12;2300;Returning;Email;Mobile;Москва;Спорт;Карта;8848;2;10;0.3;5.0
1179;2024-02-18 18:03;2024-02-20 06:35;2290;Returning;Organic;Desktop;Москва;Спорт;Карта;3663;1;0;1.5;
1180;2024-02-18 19:10;2024-02-19 17:06;2235;Returning;Email;Tablet;Санкт-Петербург;Книги;Наличные;1990;2;0;0.9;
1181;2024-02-19 18:51;2024-02-21 18:43;2430;VIP;Social;Mobile;Санкт-Петербург;Книги;Карта;1587;1;0;2.0;5.0
1182;2024-02-19 20:27;2024-02-23 21:42;2103;VIP;Ads;Tablet;Новосибирск;Одежда;Наличные;5050;1;0;4.1;
1183;2024-02-19 20:44;2024-02-22 19:21;2278;Returning;Ads;Mobile;Санкт-Петербург;Спорт;Карта;4722;1;0;2.9;4.0
1184;2024-02-20 08:57;2024-02-22 16:14;2177;VIP;Organic;Mobile;Москва;Электроника;Карта;16079;1;0;2.3;5.0
1185;2024-02-20 15:05;2024-02-23 07:53;2367;Returning;Organic;Desktop;Казань;Одежда;СБП;2995;1;0;2.7;
1186;2024-02-20 15:36;2024-02-22 14:54;2332;Returning;Social;Desktop;Санкт-Петербург;Косметика;Карта;1373;1;10;2.0;
1187;2024-02-20 18:23;2024-02-24 01:02;2295;Returning;Ads;Mobile;Казань;Спорт;Карта;8140;2;0;3.3;5.0
1188;2024-02-21 11:41;2024-02-25 09:39;2039;Returning;Ads;Desktop;Нижний Новгород;Книги;Наличные;2008;2;0;3.9;4.0
1189;2024-02-21 19:07;2024-02-23 17:09;2419;Returning;Organic;Tablet;Москва;Электроника;СБП;35954;3;5;1.9;
1190;2024-02-21 20:38;2024-02-24 03:56;2178;Returning;Email;Mobile;Казань;Книги;СБП;3961;4;0;2.3;5.0
1191;2024-02-21 21:31;2024-02-25 13:20;2417;Returning;Organic;Mobile;Ростов-на-Дону;Спорт;Карта;11299;3;5;3.7;4.0
1192;2024-02-22 01:18;2024-02-24 21:18;2173;VIP;Referral;Mobile;Казань;Одежда;СБП;10394;2;0;2.8;5.0
1193;2024-02-22 12:11;2024-02-24 11:37;2048;Returning;Social;Desktop;Санкт-Петербург;Одежда;Карта;6843;2;0;2.0;5.0
1194;2024-02-22 12:56;2024-02-24 08:58;2413;Returning;Ads;Mobile;Нижний Новгород;Дом;Карта;4657;2;0;1.8;
1195;2024-02-22 19:47;2024-02-23 21:51;2136;VIP;Organic;Tablet;Москва;Косметика;Карта;5214;2;0;1.1;5.0
1196;2024-02-22 21:03;2024-02-25 01:10;2339;VIP;Referral;Mobile;Нижний Новгород;Книги;Карта;1013;1;5;2.2;5.0
1197;2024-02-22 22:53;2024-02-25 02:55;2296;VIP;Ads;Mobile;Санкт-Петербург;Спорт;Карта;13828;2;0;2.2;5.0
1198;2024-02-22 23:12;2024-02-27 12:45;2116;Returning;Ads;Tablet;Ростов-на-Дону;Книги;Карта;4453;4;0;4.6;
1199;2024-02-23 00:04;;2277;Returning;Organic;Mobile;Москва;Игрушки;Карта;5851;4;0;;
1200;2024-02-23 01:18;2024-02-25 23:16;2427;Returning;Email;Mobile;Санкт-Петербург;Книги;Наличные;1114;1;0;2.9;5.0
1201;2024-02-23 10:42;2024-02-25 21:35;2389;Returning;Email;Desktop;Казань;Дом;Карта;10187;4;5;2.5;5.0
1202;2024-02-23 12:56;2024-02-26 08:42;2365;New;Social;Desktop;Екатеринбург;Книги;СБП;2513;3;0;2.8;5.0
